u	v	x_coord	y_coord	coef0	coef1	feat1	y
21	15	-0.242487	-0.658179	3.000000	2.317680	0.878267	6.520085
22	15	-0.173205	-0.658179	3.000000	2.448259	-0.140912	0.593671
23	15	-0.103923	-0.658179	3.000000	2.578994	-1.112183	-0.939670
24	15	-0.034641	-0.658179	3.000000	2.708644	-1.645745	-0.897460
25	15	0.034641	-0.658179	3.000000	2.835695	-0.863553	0.849076
26	15	0.103923	-0.658179	3.000000	2.958336	-1.375446	-2.303831
27	15	0.173205	-0.658179	3.000000	3.074465	0.539509	3.314699
28	15	0.242487	-0.658179	3.000000	3.181723	-0.386522	1.134803
29	15	0.311769	-0.658179	3.000000	3.277561	1.674132	8.544332
30	15	0.381051	-0.658179	3.000000	3.359330	0.509632	4.337861
31	15	0.450333	-0.658179	3.000000	3.424403	0.005843	2.971603
32	15	0.519615	-0.658179	3.000000	3.470311	-1.044495	0.759673
33	15	0.588897	-0.658179	3.000000	3.494900	1.706427	8.375899
34	15	0.658179	-0.658179	3.000000	3.496482	0.942175	6.263020
35	15	0.727461	-0.658179	3.000000	3.473989	1.665661	8.579629
36	15	0.796743	-0.658179	3.000000	3.427097	-0.170729	0.491730
37	15	0.866025	-0.658179	3.000000	3.356340	-0.229874	3.369593
38	15	0.935307	-0.658179	3.000000	3.263171	-1.049557	-0.186926
39	15	1.004589	-0.658179	3.000000	3.149994	-0.515381	0.353868
40	15	1.073872	-0.658179	3.000000	3.020140	0.917825	6.336190
41	15	1.143154	-0.658179	3.000000	2.877797	-0.408084	0.893202
42	15	1.212436	-0.658179	3.000000	2.727887	-1.049553	0.399726
43	15	1.281718	-0.658179	3.000000	2.575897	-0.609260	2.446213
44	15	1.351000	-0.658179	3.000000	2.427678	0.923012	5.127991
45	15	1.420282	-0.658179	3.000000	2.289203	-0.724700	1.777831
46	15	1.489564	-0.658179	3.000000	2.166313	1.604599	6.558848
47	15	1.558846	-0.658179	3.000000	2.064457	1.245708	5.337192
48	15	1.628128	-0.658179	3.000000	1.988433	0.082874	3.512733
49	15	1.697410	-0.658179	3.000000	1.942158	0.664051	4.688915
0	16	-1.697410	-0.588897	3.000000	0.830112	0.532807	6.042121
1	16	-1.628128	-0.588897	3.000000	0.811908	-0.958695	1.483437
2	16	-1.558846	-0.588897	3.000000	0.799752	0.380625	3.617905
3	16	-1.489564	-0.588897	3.000000	0.795529	-0.345268	2.986618
4	16	-1.420282	-0.588897	3.000000	0.800806	0.680884	4.327866
5	16	-1.351000	-0.588897	3.000000	0.816770	1.508328	6.670877
6	16	-1.281718	-0.588897	3.000000	0.844202	1.374143	4.406830
7	16	-1.212436	-0.588897	3.000000	0.883470	-1.081609	1.016128
8	16	-1.143154	-0.588897	3.000000	0.934553	1.319174	4.566486
9	16	-1.073872	-0.588897	3.000000	0.997094	1.533121	5.524193
10	16	-1.004589	-0.588897	3.000000	1.070454	1.586975	4.756242
11	16	-0.935307	-0.588897	3.000000	1.153800	1.598367	3.952612
12	16	-0.866025	-0.588897	3.000000	1.246174	0.001040	1.282458
13	16	-0.796743	-0.588897	3.000000	1.346579	0.389834	1.774068
14	16	-0.727461	-0.588897	3.000000	1.454035	-0.975589	1.848878
15	16	-0.658179	-0.588897	3.000000	1.567639	1.709298	6.361859
16	16	-0.588897	-0.588897	3.000000	1.686586	-0.808273	0.580213
17	16	-0.519615	-0.588897	3.000000	1.810183	0.000381	3.905078
18	16	-0.450333	-0.588897	3.000000	1.937826	-0.071434	2.047941
19	16	-0.381051	-0.588897	3.000000	2.068969	-0.283402	2.171271
20	16	-0.311769	-0.588897	3.000000	2.203062	-0.868228	1.420698
21	16	-0.242487	-0.588897	3.000000	2.339489	1.592832	6.113876
22	16	-0.173205	-0.588897	3.000000	2.477490	0.496197	3.207582
23	16	-0.103923	-0.588897	3.000000	2.616090	-1.048535	1.316939
24	16	-0.034641	-0.588897	3.000000	2.754040	-1.688586	-0.715181
25	16	0.034641	-0.588897	3.000000	2.889770	0.870781	4.879856
26	16	0.103923	-0.588897	3.000000	3.021365	1.486676	6.938813
27	16	0.173205	-0.588897	3.000000	3.146582	-1.642706	-1.894817
28	16	0.242487	-0.588897	3.000000	3.262877	1.398303	6.912458
29	16	0.311769	-0.588897	3.000000	3.367489	1.176214	6.506015
30	16	0.381051	-0.588897	3.000000	3.457531	-0.115878	2.013914
31	16	0.450333	-0.588897	3.000000	3.530131	0.344992	3.037352
32	16	0.519615	-0.588897	3.000000	3.582574	-0.567344	-0.367754
33	16	0.588897	-0.588897	3.000000	3.612467	-1.207711	-0.833630
34	16	0.658179	-0.588897	3.000000	3.617903	1.766697	8.022570
35	16	0.727461	-0.588897	3.000000	3.597624	-0.450033	3.122906
36	16	0.796743	-0.588897	3.000000	3.551150	-1.492141	-1.874744
37	16	0.866025	-0.588897	3.000000	3.478896	-0.659535	0.122394
38	16	0.935307	-0.588897	3.000000	3.382244	-0.313063	0.520813
39	16	1.004589	-0.588897	3.000000	3.263566	-0.585420	0.659866
40	16	1.073872	-0.588897	3.000000	3.126206	-0.448943	2.477478
41	16	1.143154	-0.588897	3.000000	2.974404	-0.316225	0.569124
42	16	1.212436	-0.588897	3.000000	2.813173	1.072297	5.572829
43	16	1.281718	-0.588897	3.000000	2.648126	-0.398819	2.806297
44	16	1.351000	-0.588897	3.000000	2.485266	-1.626098	-2.868033
45	16	1.420282	-0.588897	3.000000	2.330745	0.101286	3.327307
46	16	1.489564	-0.588897	3.000000	2.190602	1.131386	5.703201
47	16	1.558846	-0.588897	3.000000	2.070501	-0.148586	1.833600
48	16	1.628128	-0.588897	3.000000	1.975471	0.622025	2.641263
49	16	1.697410	-0.588897	3.000000	1.909671	-0.505702	1.518939
0	17	-1.697410	-0.519615	3.000000	0.755558	-0.916397	2.843894
1	17	-1.628128	-0.519615	3.000000	0.735823	1.397891	3.470426
2	17	-1.558846	-0.519615	3.000000	0.724181	0.372907	4.045533
3	17	-1.489564	-0.519615	3.000000	0.722321	-1.190034	1.896376
4	17	-1.420282	-0.519615	3.000000	0.731556	1.555892	2.805803
5	17	-1.351000	-0.519615	3.000000	0.752783	-1.056142	3.318387
6	17	-1.281718	-0.519615	3.000000	0.786468	-1.069211	1.302340
7	17	-1.212436	-0.519615	3.000000	0.832664	1.223745	4.499573
8	17	-1.143154	-0.519615	3.000000	0.891049	-0.794860	3.185296
9	17	-1.073872	-0.519615	3.000000	0.960992	-0.319397	3.507153
10	17	-1.004589	-0.519615	3.000000	1.041630	-0.933316	1.395673
11	17	-0.935307	-0.519615	3.000000	1.131948	-0.315208	3.807798
12	17	-0.866025	-0.519615	3.000000	1.230873	-0.233506	4.131853
13	17	-0.796743	-0.519615	3.000000	1.337344	-1.467445	1.579650
14	17	-0.727461	-0.519615	3.000000	1.450382	-0.264258	1.315090
15	17	-0.658179	-0.519615	3.000000	1.569129	0.789770	2.960596
16	17	-0.588897	-0.519615	3.000000	1.692876	0.805726	4.936021
17	17	-0.519615	-0.519615	3.000000	1.821050	0.921730	4.996800
18	17	-0.450333	-0.519615	3.000000	1.953195	0.729555	4.504761
19	17	-0.381051	-0.519615	3.000000	2.088913	-1.306623	-0.085748
20	17	-0.311769	-0.519615	3.000000	2.227797	0.336625	2.705168
21	17	-0.242487	-0.519615	3.000000	2.369356	1.007325	4.981277
22	17	-0.173205	-0.519615	3.000000	2.512924	-0.044575	2.801793
23	17	-0.103923	-0.519615	3.000000	2.657582	0.206329	2.052427
24	17	-0.034641	-0.519615	3.000000	2.802093	-0.485704	1.525963
25	17	0.034641	-0.519615	3.000000	2.944850	-1.263532	-2.447026
26	17	0.103923	-0.519615	3.000000	3.083859	-0.894095	0.647078
27	17	0.173205	-0.519615	3.000000	3.216747	1.109220	6.716495
28	17	0.242487	-0.519615	3.000000	3.340804	1.480361	8.986773
29	17	0.311769	-0.519615	3.000000	3.453067	1.455397	7.885366
30	17	0.381051	-0.519615	3.000000	3.550430	-1.507699	-3.409945
31	17	0.450333	-0.519615	3.000000	3.629781	-0.862359	0.878298
32	17	0.519615	-0.519615	3.000000	3.688165	0.679412	6.171510
33	17	0.588897	-0.519615	3.000000	3.722953	-1.240291	-1.277436
34	17	0.658179	-0.519615	3.000000	3.732021	-1.251985	-1.386816
35	17	0.727461	-0.519615	3.000000	3.713911	-1.213045	-2.008511
36	17	0.796743	-0.519615	3.000000	3.667977	-0.718896	1.147105
37	17	0.866025	-0.519615	3.000000	3.594501	0.858101	6.240808
38	17	0.935307	-0.519615	3.000000	3.494768	0.283773	3.765751
39	17	1.004589	-0.519615	3.000000	3.371094	0.249171	2.625145
40	17	1.073872	-0.519615	3.000000	3.226804	1.437061	7.243359
41	17	1.143154	-0.519615	3.000000	3.066155	-0.559609	1.813122
42	17	1.212436	-0.519615	3.000000	2.894214	1.260704	6.569959
43	17	1.281718	-0.519615	3.000000	2.716679	-0.887282	0.361865
44	17	1.351000	-0.519615	3.000000	2.539665	0.663274	4.190105
45	17	1.420282	-0.519615	3.000000	2.369465	1.247573	7.189604
46	17	1.489564	-0.519615	3.000000	2.212282	-1.168171	0.540485
47	17	1.558846	-0.519615	3.000000	2.073963	-0.879086	0.826033
48	17	1.628128	-0.519615	3.000000	1.959744	-0.723503	2.280673
49	17	1.697410	-0.519615	3.000000	1.874007	1.023583	7.233909
0	18	-1.697410	-0.450333	3.000000	0.698064	0.820420	1.317265
1	18	-1.628128	-0.450333	3.000000	0.678459	0.861297	2.084227
2	18	-1.558846	-0.450333	3.000000	0.668844	-1.633903	2.151940
3	18	-1.489564	-0.450333	3.000000	0.670674	1.432332	2.298658
4	18	-1.420282	-0.450333	3.000000	0.684978	-0.797974	2.696630
5	18	-1.351000	-0.450333	3.000000	0.712335	1.126515	2.807158
6	18	-1.281718	-0.450333	3.000000	0.752881	-1.655445	2.326149
7	18	-1.212436	-0.450333	3.000000	0.806343	0.143713	3.385521
8	18	-1.143154	-0.450333	3.000000	0.872098	0.824905	3.061613
9	18	-1.073872	-0.450333	3.000000	0.949245	-1.424011	2.736391
10	18	-1.004589	-0.450333	3.000000	1.036702	-0.258087	2.391238
11	18	-0.935307	-0.450333	3.000000	1.133294	0.215251	3.576972
12	18	-0.866025	-0.450333	3.000000	1.237847	-0.990702	2.003794
13	18	-0.796743	-0.450333	3.000000	1.349264	-0.756551	2.204547
14	18	-0.727461	-0.450333	3.000000	1.466585	-0.734997	2.826770
15	18	-0.658179	-0.450333	3.000000	1.589028	1.266691	4.079601
16	18	-0.588897	-0.450333	3.000000	1.716001	-1.452340	1.546378
17	18	-0.519615	-0.450333	3.000000	1.847082	0.689094	4.547204
18	18	-0.450333	-0.450333	3.000000	1.981981	-0.902953	0.574956
19	18	-0.381051	-0.450333	3.000000	2.120474	0.231557	3.934107
20	18	-0.311769	-0.450333	3.000000	2.262321	-1.261687	2.130676
21	18	-0.242487	-0.450333	3.000000	2.407174	1.325493	4.857059
22	18	-0.173205	-0.450333	3.000000	2.554482	0.415809	4.443084
23	18	-0.103923	-0.450333	3.000000	2.703402	0.942490	5.142309
24	18	-0.034641	-0.450333	3.000000	2.852727	1.554505	6.371604
25	18	0.034641	-0.450333	3.000000	3.000832	-0.999769	0.731894
26	18	0.103923	-0.450333	3.000000	3.145659	-1.482396	-3.314161
27	18	0.173205	-0.450333	3.000000	3.284724	0.300809	4.323718
28	18	0.242487	-0.450333	3.000000	3.415169	0.564159	4.103322
29	18	0.311769	-0.450333	3.000000	3.533846	-0.448281	1.356105
30	18	0.381051	-0.450333	3.000000	3.637443	-1.032148	0.362435
31	18	0.450333	-0.450333	3.000000	3.722623	-0.135738	2.628726
32	18	0.519615	-0.450333	3.000000	3.786201	0.671376	4.561520
33	18	0.588897	-0.450333	3.000000	3.825322	-0.193312	3.339817
34	18	0.658179	-0.450333	3.000000	3.837646	0.684462	4.987564
35	18	0.727461	-0.450333	3.000000	3.821518	0.967764	5.976458
36	18	0.796743	-0.450333	3.000000	3.776120	0.294293	3.490888
37	18	0.866025	-0.450333	3.000000	3.701590	1.461039	9.549654
38	18	0.935307	-0.450333	3.000000	3.599100	-0.313918	1.564815
39	18	1.004589	-0.450333	3.000000	3.470887	0.464908	4.762495
40	18	1.073872	-0.450333	3.000000	3.320230	-0.723515	1.002989
41	18	1.143154	-0.450333	3.000000	3.151373	1.244652	7.569969
42	18	1.212436	-0.450333	3.000000	2.969401	0.324989	4.256804
43	18	1.281718	-0.450333	3.000000	2.780058	1.144807	5.282768
44	18	1.351000	-0.450333	3.000000	2.589536	1.694227	6.242472
45	18	1.420282	-0.450333	3.000000	2.404227	1.483826	5.405992
46	18	1.489564	-0.450333	3.000000	2.230460	0.149828	3.746915
47	18	1.558846	-0.450333	3.000000	2.074236	-0.349282	0.780824
48	18	1.628128	-0.450333	3.000000	1.940965	1.162562	5.895702
49	18	1.697410	-0.450333	3.000000	1.835233	-1.145317	2.019159
0	19	-1.697410	-0.381051	3.000000	0.658157	0.584639	2.461830
1	19	-1.628128	-0.381051	3.000000	0.640146	0.572503	3.043937
2	19	-1.558846	-0.381051	3.000000	0.633863	0.557028	5.380476
3	19	-1.489564	-0.381051	3.000000	0.640498	0.653864	5.714953
4	19	-1.420282	-0.381051	3.000000	0.660768	1.069100	3.925929
5	19	-1.351000	-0.381051	3.000000	0.694919	-1.679271	0.575417
6	19	-1.281718	-0.381051	3.000000	0.742745	0.522072	2.552579
7	19	-1.212436	-0.381051	3.000000	0.803643	-1.475346	3.092290
8	19	-1.143154	-0.381051	3.000000	0.876687	1.734776	4.289869
9	19	-1.073872	-0.381051	3.000000	0.960718	1.275368	5.840535
10	19	-1.004589	-0.381051	3.000000	1.054447	0.097141	4.394816
11	19	-0.935307	-0.381051	3.000000	1.156556	-0.377269	0.796904
12	19	-0.866025	-0.381051	3.000000	1.265788	-1.075701	1.097391
13	19	-0.796743	-0.381051	3.000000	1.381030	1.425584	5.110144
14	19	-0.727461	-0.381051	3.000000	1.501367	0.322007	4.611283
15	19	-0.658179	-0.381051	3.000000	1.626113	-1.227448	0.491828
16	19	-0.588897	-0.381051	3.000000	1.754813	-0.270893	3.473629
17	19	-0.519615	-0.381051	3.000000	1.887217	-0.718223	1.387709
18	19	-0.450333	-0.381051	3.000000	2.023221	0.075144	4.107012
19	19	-0.381051	-0.381051	3.000000	2.162793	0.856910	3.134064
20	19	-0.311769	-0.381051	3.000000	2.305875	-0.810327	0.476218
21	19	-0.242487	-0.381051	3.000000	2.452278	-0.076815	3.940096
22	19	-0.173205	-0.381051	3.000000	2.601581	0.041794	2.433474
23	19	-0.103923	-0.381051	3.000000	2.753030	1.472780	8.795236
24	19	-0.034641	-0.381051	3.000000	2.905464	1.168690	6.058743
25	19	0.034641	-0.381051	3.000000	3.057257	-0.972793	-0.198074
26	19	0.103923	-0.381051	3.000000	3.206301	0.933849	5.462173
27	19	0.173205	-0.381051	3.000000	3.350019	-1.234954	0.742104
28	19	0.242487	-0.381051	3.000000	3.485421	-0.480539	2.690372
29	19	0.311769	-0.381051	3.000000	3.609196	0.656063	6.034210
30	19	0.381051	-0.381051	3.000000	3.717839	0.524619	3.969067
31	19	0.450333	-0.381051	3.000000	3.807810	0.224839	4.690639
32	19	0.519615	-0.381051	3.000000	3.875708	-0.823350	-0.473191
33	19	0.588897	-0.381051	3.000000	3.918466	1.522938	8.743552
34	19	0.658179	-0.381051	3.000000	3.933538	-0.886986	-0.156344
35	19	0.727461	-0.381051	3.000000	3.919077	-1.439247	-3.799481
36	19	0.796743	-0.381051	3.000000	3.874095	-1.620113	-3.475659
37	19	0.866025	-0.381051	3.000000	3.798582	-1.092939	-2.504782
38	19	0.935307	-0.381051	3.000000	3.693586	1.175932	8.792130
39	19	1.004589	-0.381051	3.000000	3.561252	-0.744024	1.341643
40	19	1.073872	-0.381051	3.000000	3.404788	0.448228	4.842851
41	19	1.143154	-0.381051	3.000000	3.228400	0.271694	3.179060
42	19	1.212436	-0.381051	3.000000	3.037157	0.442276	3.563445
43	19	1.281718	-0.381051	3.000000	2.836816	1.190096	4.271389
44	19	1.351000	-0.381051	3.000000	2.633606	1.408575	5.352397
45	19	1.420282	-0.381051	3.000000	2.433980	1.607344	5.368646
46	19	1.489564	-0.381051	3.000000	2.244360	0.525107	3.654816
47	19	1.558846	-0.381051	3.000000	2.070859	1.084402	4.926913
48	19	1.628128	-0.381051	3.000000	1.919033	-0.782888	2.243934
49	19	1.697410	-0.381051	3.000000	1.793645	1.657477	5.850053
0	20	-1.697410	-0.311769	3.000000	0.635839	-1.634844	1.929382
1	20	-1.628128	-0.311769	3.000000	0.620630	-1.221027	2.317877
2	20	-1.558846	-0.311769	3.000000	0.618721	1.682557	5.232161
3	20	-1.489564	-0.311769	3.000000	0.631010	0.699608	4.385340
4	20	-1.420282	-0.311769	3.000000	0.657888	-1.213076	3.848675
5	20	-1.351000	-0.311769	3.000000	0.699252	1.120220	3.710507
6	20	-1.281718	-0.311769	3.000000	0.754551	0.497550	2.592305
7	20	-1.212436	-0.311769	3.000000	0.822853	0.071490	3.924485
8	20	-1.143154	-0.311769	3.000000	0.902937	0.298150	3.183404
9	20	-1.073872	-0.311769	3.000000	0.993396	-1.687952	2.464369
10	20	-1.004589	-0.311769	3.000000	1.092752	-1.446641	-0.712713
11	20	-0.935307	-0.311769	3.000000	1.199557	-0.299492	2.821669
12	20	-0.866025	-0.311769	3.000000	1.312495	-0.649477	1.087308
13	20	-0.796743	-0.311769	3.000000	1.430455	0.460207	4.287502
14	20	-0.727461	-0.311769	3.000000	1.552586	-1.479817	1.340450
15	20	-0.658179	-0.311769	3.000000	1.678317	-1.276941	1.557126
16	20	-0.588897	-0.311769	3.000000	1.807349	0.405902	4.367951
17	20	-0.519615	-0.311769	3.000000	1.939615	0.650610	3.857039
18	20	-0.450333	-0.311769	3.000000	2.075213	-0.755355	3.145883
19	20	-0.381051	-0.311769	3.000000	2.214311	0.500340	3.502250
20	20	-0.311769	-0.311769	3.000000	2.357044	-1.329291	-1.082395
21	20	-0.242487	-0.311769	3.000000	2.503393	1.636506	8.560765
22	20	-0.173205	-0.311769	3.000000	2.653074	-1.398251	-0.580863
23	20	-0.103923	-0.311769	3.000000	2.805434	-1.458447	-1.660899
24	20	-0.034641	-0.311769	3.000000	2.959365	-1.702190	-1.333736
25	20	0.034641	-0.311769	3.000000	3.113253	1.425312	5.693334
26	20	0.103923	-0.311769	3.000000	3.264954	0.107317	2.886974
27	20	0.173205	-0.311769	3.000000	3.411815	-0.615778	0.493469
28	20	0.242487	-0.311769	3.000000	3.550732	0.110785	3.186466
29	20	0.311769	-0.311769	3.000000	3.678248	1.239099	7.386220
30	20	0.381051	-0.311769	3.000000	3.790690	0.459685	3.864512
31	20	0.450333	-0.311769	3.000000	3.884331	-0.254144	-0.011540
32	20	0.519615	-0.311769	3.000000	3.955579	-0.342763	3.486423
33	20	0.588897	-0.311769	3.000000	4.001171	-1.612729	-3.292366
34	20	0.658179	-0.311769	3.000000	4.018372	-0.784363	-0.290394
35	20	0.727461	-0.311769	3.000000	4.005158	-1.521309	-2.572716
36	20	0.796743	-0.311769	3.000000	3.960375	-0.061240	2.386641
37	20	0.866025	-0.311769	3.000000	3.883870	-0.134245	4.994733
38	20	0.935307	-0.311769	3.000000	3.776565	0.111086	4.146096
39	20	1.004589	-0.311769	3.000000	3.640498	-1.579671	-4.413814
40	20	1.073872	-0.311769	3.000000	3.478796	0.467943	5.176948
41	20	1.143154	-0.311769	3.000000	3.295600	-0.284412	4.497690
42	20	1.212436	-0.311769	3.000000	3.095940	-0.324017	0.159344
43	20	1.281718	-0.311769	3.000000	2.885550	-1.112776	0.001473
44	20	1.351000	-0.311769	3.000000	2.670663	0.600068	1.903088
45	20	1.420282	-0.311769	3.000000	2.457757	-1.282877	1.392146
46	20	1.489564	-0.311769	3.000000	2.253304	-1.277391	-0.495328
47	20	1.558846	-0.311769	3.000000	2.063496	-0.722513	1.230367
48	20	1.628128	-0.311769	3.000000	1.894001	-0.062411	1.471368
49	20	1.697410	-0.311769	3.000000	1.749726	-1.032775	1.776088
0	21	-1.697410	-0.242487	3.000000	0.630538	0.313999	5.045285
1	21	-1.628128	-0.242487	3.000000	0.619036	1.391088	3.528112
2	21	-1.558846	-0.242487	3.000000	0.622236	-0.349853	1.038082
3	21	-1.489564	-0.242487	3.000000	0.640724	-0.970379	3.801437
4	21	-1.420282	-0.242487	3.000000	0.674554	-0.844323	2.585652
5	21	-1.351000	-0.242487	3.000000	0.723272	1.167601	1.340586
6	21	-1.281718	-0.242487	3.000000	0.785984	-0.375941	2.402933
7	21	-1.212436	-0.242487	3.000000	0.861434	-0.967457	1.769918
8	21	-1.143154	-0.242487	3.000000	0.948120	1.285693	4.704836
9	21	-1.073872	-0.242487	3.000000	1.044404	1.007468	3.650534
10	21	-1.004589	-0.242487	3.000000	1.148632	-1.070441	2.144873
11	21	-0.935307	-0.242487	3.000000	1.259252	0.690953	3.775165
12	21	-0.866025	-0.242487	3.000000	1.374903	0.808017	3.356732
13	21	-0.796743	-0.242487	3.000000	1.494498	0.380446	5.139163
14	21	-0.727461	-0.242487	3.000000	1.617265	1.055029	5.088247
15	21	-0.658179	-0.242487	3.000000	1.742762	0.048298	1.967716
16	21	-0.588897	-0.242487	3.000000	1.870856	1.473951	6.052062
17	21	-0.519615	-0.242487	3.000000	2.001675	1.483486	6.240697
18	21	-0.450333	-0.242487	3.000000	2.135523	-1.140267	0.884841
19	21	-0.381051	-0.242487	3.000000	2.272776	-0.707047	2.344283
20	21	-0.311769	-0.242487	3.000000	2.413761	0.652272	3.698538
21	21	-0.242487	-0.242487	3.000000	2.558632	1.274636	6.439433
22	21	-0.173205	-0.242487	3.000000	2.707245	-1.449632	-1.253192
23	21	-0.103923	-0.242487	3.000000	2.859051	0.343246	4.287986
24	21	-0.034641	-0.242487	3.000000	3.013003	0.263754	6.186057
25	21	0.034641	-0.242487	3.000000	3.167505	0.502165	4.828888
26	21	0.103923	-0.242487	3.000000	3.320390	-1.599844	-1.408598
27	21	0.173205	-0.242487	3.000000	3.468943	-0.543392	0.274266
28	21	0.242487	-0.242487	3.000000	3.609961	-1.371739	-2.353041
29	21	0.311769	-0.242487	3.000000	3.739865	-1.068077	-1.827909
30	21	0.381051	-0.242487	3.000000	3.854834	1.086636	6.606169
31	21	0.450333	-0.242487	3.000000	3.950981	-0.189471	1.117351
32	21	0.519615	-0.242487	3.000000	4.024546	1.658004	10.456780
33	21	0.588897	-0.242487	3.000000	4.072095	1.031108	8.564728
34	21	0.658179	-0.242487	3.000000	4.090726	-0.467219	3.058840
35	21	0.727461	-0.242487	3.000000	4.078255	-0.450390	2.087402
36	21	0.796743	-0.242487	3.000000	4.033382	-1.279155	-1.466744
37	21	0.866025	-0.242487	3.000000	3.955814	-0.786535	-0.257755
38	21	0.935307	-0.242487	3.000000	3.846355	-1.137435	-4.070110
39	21	1.004589	-0.242487	3.000000	3.706932	0.829962	4.979609
40	21	1.073872	-0.242487	3.000000	3.540580	0.018344	2.300651
41	21	1.143154	-0.242487	3.000000	3.351361	0.738600	6.253930
42	21	1.212436	-0.242487	3.000000	3.144238	0.053824	3.251383
43	21	1.281718	-0.242487	3.000000	2.924901	1.357307	7.055234
44	21	1.351000	-0.242487	3.000000	2.699548	-0.661139	0.824331
45	21	1.420282	-0.242487	3.000000	2.474649	1.265531	8.242497
46	21	1.489564	-0.242487	3.000000	2.256688	-0.789493	0.972662
47	21	1.558846	-0.242487	3.000000	2.051900	-0.323105	3.150890
48	21	1.628128	-0.242487	3.000000	1.866024	-1.012235	1.208854
49	21	1.697410	-0.242487	3.000000	1.704077	-0.652597	1.742788
0	22	-1.697410	-0.173205	3.000000	0.641092	-0.402129	2.585154
1	22	-1.628128	-0.173205	3.000000	0.633865	-0.482846	2.790437
2	22	-1.558846	-0.173205	3.000000	0.642564	0.434619	4.295954
3	22	-1.489564	-0.173205	3.000000	0.667460	1.609702	3.841596
4	22	-1.420282	-0.173205	3.000000	0.708264	0.004849	2.386133
5	22	-1.351000	-0.173205	3.000000	0.764176	-1.528636	2.163030
6	22	-1.281718	-0.173205	3.000000	0.833965	-0.977593	3.317049
7	22	-1.212436	-0.173205	3.000000	0.916070	-0.430237	2.578822
8	22	-1.143154	-0.173205	3.000000	1.008723	1.557057	3.888452
9	22	-1.073872	-0.173205	3.000000	1.110072	-0.131873	3.859011
10	22	-1.004589	-0.173205	3.000000	1.218313	-0.883950	3.364846
11	22	-0.935307	-0.173205	3.000000	1.331805	-1.654785	1.010508
12	22	-0.866025	-0.173205	3.000000	1.449166	0.115439	2.395689
13	22	-0.796743	-0.173205	3.000000	1.569346	-0.892910	2.959489
14	22	-0.727461	-0.173205	3.000000	1.691667	-0.840403	1.433545
15	22	-0.658179	-0.173205	3.000000	1.815824	0.171232	0.712968
16	22	-0.588897	-0.173205	3.000000	1.941861	0.022455	2.720003
17	22	-0.519615	-0.173205	3.000000	2.070100	0.463148	1.973070
18	22	-0.450333	-0.173205	3.000000	2.201051	-1.654490	-0.176660
19	22	-0.381051	-0.173205	3.000000	2.335293	-0.538379	2.317202
20	22	-0.311769	-0.173205	3.000000	2.473345	-0.023975	3.010880
21	22	-0.242487	-0.173205	3.000000	2.615529	-1.656851	-2.313479
22	22	-0.173205	-0.173205	3.000000	2.761836	-0.738314	0.237705
23	22	-0.103923	-0.173205	3.000000	2.911817	1.763751	9.099597
24	22	-0.034641	-0.173205	3.000000	3.064488	0.978385	4.955800
25	22	0.034641	-0.173205	3.000000	3.218275	-0.322078	2.520502
26	22	0.103923	-0.173205	3.000000	3.370995	-0.355356	1.717036
27	22	0.173205	-0.173205	3.000000	3.519884	1.486282	6.443302
28	22	0.242487	-0.173205	3.000000	3.661659	-0.809746	-0.566539
29	22	0.311769	-0.173205	3.000000	3.792638	1.117334	7.780008
30	22	0.381051	-0.173205	3.000000	3.908877	0.259934	4.396731
31	22	0.450333	-0.173205	3.000000	4.006357	-1.416341	-2.984023
32	22	0.519615	-0.173205	3.000000	4.081177	0.364513	3.857519
33	22	0.588897	-0.173205	3.000000	4.129763	0.609053	7.498175
34	22	0.658179	-0.173205	3.000000	4.149073	0.410081	6.010428
35	22	0.727461	-0.173205	3.000000	4.136789	0.730843	5.721531
36	22	0.796743	-0.173205	3.000000	4.091483	0.416261	4.955935
37	22	0.866025	-0.173205	3.000000	4.012745	1.628791	10.511736
38	22	0.935307	-0.173205	3.000000	3.901263	-1.025776	0.807605
39	22	1.004589	-0.173205	3.000000	3.758863	-1.042521	0.029319
40	22	1.073872	-0.173205	3.000000	3.588481	1.369459	7.508599
41	22	1.143154	-0.173205	3.000000	3.394090	1.385338	8.336141
42	22	1.212436	-0.173205	3.000000	3.180570	1.252867	6.431148
43	22	1.281718	-0.173205	3.000000	2.953539	0.119417	3.691784
44	22	1.351000	-0.173205	3.000000	2.719136	0.231035	4.615867
45	22	1.420282	-0.173205	3.000000	2.483785	-1.467831	0.132101
46	22	1.489564	-0.173205	3.000000	2.253947	-0.756570	1.275630
47	22	1.558846	-0.173205	3.000000	2.035858	-1.137367	0.839220
48	22	1.628128	-0.173205	3.000000	1.835293	-1.506258	1.441496
49	22	1.697410	-0.173205	3.000000	1.657341	0.660704	3.861343
0	23	-1.697410	-0.103923	3.000000	0.665769	1.772322	6.198749
1	23	-1.628128	-0.103923	3.000000	0.663021	-1.421277	0.576372
2	23	-1.558846	-0.103923	3.000000	0.677249	0.184417	3.561259
3	23	-1.489564	-0.103923	3.000000	0.708405	-0.551790	3.257708
4	23	-1.420282	-0.103923	3.000000	0.755867	-0.038288	4.622499
5	23	-1.351000	-0.103923	3.000000	0.818499	-1.336550	1.352162
6	23	-1.281718	-0.103923	3.000000	0.894750	0.675019	3.735479
7	23	-1.212436	-0.103923	3.000000	0.982773	0.621863	4.242136
